OBR;10060 CUSTO;1,12;-1;-1;IMPERMEABILIZACOES / TRATAMENTO TERMICO / ACUSTICO;
OBR;10060 CUSTO;01.12.01;C00539;;IMPERMEABILIZACAO;
OBR;10060 CUSTO;01.12.01;C00539;I19941;IMPERMEABILIZACAO ;
OBR;10060 CUSTO;01.12.02;C00542;;TRATAMENTO DE JUNTA DE DILATACAO;
OBR;10060 CUSTO;01.12.02;C00542;I19944;TRATAMENTO DE JUNTA DE DILATACAO;
OBR;10060 CUSTO;01.12.03;C00597;;TRATAMENTO / ISOLAMENTO ACUSTICO;
OBR;10060 CUSTO;01.12.03;C00597;I20368;TRATAMENTO / ISOLAMENTO ACUSTICO;
OBR;10060 CUSTO;01.12.04;C00598;;TRATAMENTO / ISOLAMENTO TERMICO;
OBR;10060 CUSTO;01.12.04;C00598;I20369;TRATAMENTO / ISOLAMENTO TERMICO;
OBR;10060 CUSTO;1,13;-1;-1;REVESTIMENTOS DE PAREDES INTERNAS E ARREMATES;
OBR;10060 CUSTO;01.13.01;C00543;;REVESTIMENTOS DE PAREDES INTERNAS E ARREMATES;
OBR;10060 CUSTO;01.13.01;C00543;I19945;REVESTIMENTOS DE PAREDES INTERNAS E ARREMATES;
OBR;10060 CUSTO;1,14;-1;-1;REVESTIMENTOS DE PAREDES EXTERNAS E ARREMATES;
OBR;10060 CUSTO;01.14.01;C00544;;REVESTIMENTOS DE PAREDES EXTERNAS E ARREMATES;
OBR;10060 CUSTO;01.14.01;C00544;I19946;REVESTIMENTOS DE PAREDES EXTERNAS E ARREMATES;
OBR;10060 CUSTO;1,15;-1;-1;REVESTIMENTOS DE TETOS / FORROS;
OBR;10060 CUSTO;01.15.01;C00545;;REVESTIMENTO DE TETO;
OBR;10060 CUSTO;01.15.01;C00545;I19947;REVESTIMENTO DE TETO;
OBR;10060 CUSTO;01.15.02;C00546;;FORRO DE TETO;
OBR;10060 CUSTO;01.15.02;C00546;I19948;FORRO DE TETO;
OBR;10060 CUSTO;01.15.03;C00547;;FIRE STOP SHAFT / COMPARTIMENTACAO;
OBR;10060 CUSTO;01.15.03;C00547;I19949;FIRE STOP SHAFT / COMPARTIMENTACAO;
OBR;10060 CUSTO;1,16;-1;-1;COBERTURAS;
OBR;10060 CUSTO;01.16.01;C00548;;RUFOS / CALHAS;
OBR;10060 CUSTO;01.16.01;C00548;I19950;RUFOS / CALHAS;
OBR;10060 CUSTO;01.16.02;C00549;;ESTRUTURA PARA COBERTURA / TELHAMENTO;
OBR;10060 CUSTO;01.16.02;C00549;I19951;ESTRUTURA PARA COBERTURA / TELHAMENTO;
OBR;10060 CUSTO;1,17;-1;-1;PAVIMENTACAO;
OBR;10061 CUSTO;01.17.01;C00550;;REGULARIZACAO DE SUPERFICIE;
OBR;10062 CUSTO;01.17.01;C00550;I19952;REGULARIZACAO DE SUPERFICIE;
OBR;10063 CUSTO;01.17.02;C00551;;SOLEIRAS E FILETES;
OBR;10064 CUSTO;01.17.02;C00551;I19953;SOLEIRAS E FILETES;
OBR;10065 CUSTO;01.17.03;C00552;;PAVIMENTACAO CERAMICA;
OBR;10066 CUSTO;01.17.03;C00552;I19954;PAVIMENTACAO CERAMICA ;
OBR;10067 CUSTO;01.17.04;C00552;;PEDRA NATURAL;
OBR;10068 CUSTO;01.17.04;C00552;I21150;PEDRA NATURAL;
OBR;10068 CUSTO;01.17.05;C00553;;PAVIMENTACAO CIMENTICIA;
OBR;10069 CUSTO;01.17.05;C00553;I19955;PAVIMENTACAO CIMENTICIA;
OBR;10070 CUSTO;01.17.06;C00554;;PAVIMENTACAO MADEIRA;
OBR;10071 CUSTO;01.17.06;C00554;I19956;PAVIMENTACAO MADEIRA;
OBR;10072 CUSTO;01.17.07;C00555;;PAVIMENTACAO VINILICA / EMBORRACHADA / ESPECIAIS;
OBR;10073 CUSTO;01.17.07;C00555;I19957;PAVIMENTACAO VINILICA / EMBORRACHADA /ESPECIAIS;
OBR;10074 CUSTO;1,18;-1;-1;VIDROS;
OBR;10075 CUSTO;01.18.01;C00600;;VIDRO DE SEGURANCA;
OBR;10076 CUSTO;01.18.01;C00600;I20371;VIDRO DE SEGURANCA;
OBR;10077 CUSTO;01.18.02;C00556;;VIDRO TEMPERADO;
OBR;10078 CUSTO;01.18.02;C00556;I19958;VIDRO TEMPERADO;
OBR;10079 CUSTO;01.18.03;C00557;;VIDRO LAMINADO;
