DIS;10080 MOVIMENTACAO FINANCEIRA;13;-1;-1;DISTRIBUICAO
DIS;10080 MOVIMENTACAO FINANCEIRA;13,01;0 - Autom tico;C00500;DISTRIBUICAO TERRENEIRO
DIS;10080 MOVIMENTACAO FINANCEIRA;13,02;0 - Autom tico;C00501;DISTRIBUICAO DESENVOLVEDOR
DIS;10080 MOVIMENTACAO FINANCEIRA;13,03;0 - Autom tico;C00502;DISTRIBUICAO FUNDO
DIS;10080 MOVIMENTACAO FINANCEIRA;13,04;0 - Autom tico;C00503;ADIANTAMENTO DE DIVIDENDOS TERRENEIROS
DIS;10080 MOVIMENTACAO FINANCEIRA;13,05;0 - Autom tico;C00504;ADIANTAMENTO DE DIVIDENDOS DESENVOLVIMENTO
DIS;10080 MOVIMENTACAO FINANCEIRA;13,06;0 - Autom tico;C00507;ADIANTAMENTO DE DIVIDENDOS FUNDO (FII)
DIS;10080 MOVIMENTACAO FINANCEIRA;13,07;0 - Autom tico;C00505;REDUCAO DE CAPITAL / AFAC
